Unnamed: 0,Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
10,30917,640.765,213.560089393098,184.43987085903302,1.15788461788895,0.504102365412161,31280,198.405511527722,0.770805285464971,0.988395140664962,0.946258179932639,0.9290383427519501,0.00690752949487654,0.00317422029479992,0.8631122423032901,0.9993843888746171,SEKER
11,31091,638.558,210.48625487082802,188.32684762014,1.1176646215381,0.446621923566855,31458,198.963038490472,0.786377317449478,0.988333651217496,0.9581728356299641,0.9452543046697851,0.00677000594612036,0.00333398366836809,0.8935057004967589,0.998639710587848,SEKER
12,31107,640.594,214.64854850760202,184.96925258564602,1.16045529463451,0.5073658752968689,31423,199.014226923797,0.761046141801634,0.989943671832734,0.9525817569197091,0.9271631618638649,0.00690032945985154,0.00314538825697802,0.8596315287174,0.997563958934867,SEKER
13,31158,642.626,216.484836208562,183.64431215612,1.1788267965768702,0.529514250950734,31492,199.17730225821,0.7987592288761279,0.989394131843008,0.948119004016837,0.9200519802981558,0.00694796958112082,0.0030710517082392697,0.846495646450557,0.997871751221581,SEKER
14,31158,641.105,212.0669751385,187.192960068368,1.13287900923757,0.46992415672551796,31474,199.17730225821,0.7813134732566009,0.989959966956853,0.9526231013453079,0.939218858231592,0.0068061806001187605,0.00326700987845184,0.8821320636578549,0.9993488982934,SEKER
15,31178,636.888,212.975925175588,186.56208823218998,1.1415820180492602,0.4823522244603471,31520,199.241216935033,0.7641104820723971,0.989149746192893,0.9658995960258259,0.935510512612018,0.00683096815625081,0.00322742911256885,0.875179919207602,0.999089658325205,SEKER
16,31202,644.4540000000001,215.640694698434,184.471684245499,1.16896365737873,0.517871223251886,31573,199.317887493387,0.7791928878233941,0.988249453647104,0.944079243407028,0.9243055341299391,0.006911117707148071,0.00311164659191265,0.8543407204232321,0.998693253193524,SEKER
17,31203,639.7819999999999,215.067736952165,184.87487594412102,1.16331511166055,0.51094682922762,31558,199.32108145996798,0.762984154929578,0.9887508714113701,0.9579485417856508,0.9267828093820552,0.0068925339535354,0.0031366824591192,0.8589263757660942,0.999202032732524,SEKER
18,31272,638.6659999999999,212.45031894918202,187.53593899411098,1.13285122888287,0.469883494214805,31593,199.541341688779,0.7703221992314508,0.989839521412971,0.963425036380755,0.9392376658964171,0.00679362749261901,0.0032612455172040603,0.8821673930385501,0.999364415284123,SEKER
19,31335,635.011,216.790092286783,184.163440299905,1.17716139497474,0.52758671006422,31599,199.742236730934,0.774277242401779,0.991645305231178,0.9765108344632142,0.921362386186462,0.00691846472911387,0.0030754693858982803,0.84890864667921,0.9993024867310141,SEKER
20,31374,636.401,219.86539400833303,182.008863698133,1.207992784203,0.560994520118261,31604,199.86649913509999,0.7691968225948809,0.9927224401974429,0.973459862403212,0.9090402791060649,0.0070078853193196,0.0029518837956689,0.826354229037234,0.998229945872614,SEKER
21,31530,638.857,213.785654347426,188.06648234425202,1.13675574553522,0.47553564152562394,31791,200.362778093886,0.768949370793093,0.991790129281872,0.9707927387403041,0.9372133911673678,0.00678038865675311,0.0032269206969260896,0.8783689405834391,0.998490939907905,SEKER
22,31573,674.1030000000001,217.307026058546,185.448250670846,1.1717933454343898,0.521268390422128,32197,200.499356971346,0.7569647566530808,0.9806193123582941,0.873118506983121,0.922654736977205,0.0068826853976038296,0.00307676654467165,0.851291763666475,0.997538023687478,SEKER
23,31637,656.711,229.71925463641102,175.510445975356,1.30886371668537,0.6451908020300029,32045,200.702465049103,0.761823348102485,0.987267904509284,0.921842181991718,0.87368586219194,0.007261094750969159,0.00260977519565463,0.7633269857940731,0.999090995672673,SEKER
24,31675,657.431,236.752632109384,171.210559184609,1.3828155999076202,0.690678219290455,32009,200.822963277326,0.74093567251462,0.989565434721485,0.920928960232452,0.8482396224619059,0.007474431952940291,0.00238688873922109,0.7195104571143159,0.9949502843943359,SEKER
25,31682,646.721,210.04568162672902,192.24841594766102,1.09257431636738,0.402841973574384,32026,200.845152434156,0.773184303006638,0.989258727284082,0.951893863107529,0.9561974846551591,0.006629811300635329,0.0034187812857825,0.914313629660853,0.998955588872088,SEKER
26,31703,656.305,215.70890673989499,187.27244969027802,1.15184538407356,0.49626328085462607,32093,200.911705200914,0.7771105010295128,0.987847817281027,0.924908560143662,0.931401990939466,0.00680405345676734,0.0031586108837337,0.867509668726,0.9992370075612271,SEKER
27,31748,641.826,219.776518299812,184.115105311921,1.19369085946248,0.546072627557524,32020,201.054244089131,0.7755899741046558,0.991505309181761,0.968482156016241,0.914812217631273,0.00692253112951405,0.0029906976165729802,0.8368813935274481,0.9989776699079391,SEKER
28,31768,650.9540000000001,220.959494859984,183.292068076593,1.20550494726073,0.5584652591697971,32173,201.117562279247,0.7776744186046509,0.9874118049295991,0.9421046298002049,0.910201041175846,0.00695541094371645,0.00294477331458201,0.828465935357594,0.9987197837105699,SEKER
29,31811,642.092,223.98468285222,180.91712284292998,1.23805132058551,0.589564968712359,32052,201.25362893018902,0.773877292852625,0.992480968426307,0.9696001360667379,0.898515141157984,0.00704110788256328,0.0028308858721706803,0.8073294588901531,0.999515302726536,SEKER
30,31821,649.681,213.73564520069303,189.969201915978,1.1251068228166101,0.45828656100472703,32168,201.28525915480597,0.772354368932039,0.98921288236757,0.947378131655798,0.94174866792015,0.00671681107446947,0.00325898944568868,0.886890553529376,0.997846612867501,SEKER
31,31823,662.5319999999999,222.872688946637,181.89469625782502,1.2252841535892198,0.577858150317048,32274,201.291584603299,0.7748478207937671,0.986025903203817,0.911039619618029,0.9031684660631291,0.0070035096925694295,0.00287455458764103,0.8157132780908259,0.999480553517006,SEKER
32,31837,656.404,224.91255418413,180.43942186423197,1.24647126365413,0.596968353593323,32238,201.335857178331,0.7852456590370959,0.9875612631056521,0.928537747530147,0.895173939528085,0.00706450212595815,0.0027982792022322803,0.801336382010231,0.9988427726963199,SEKER
33,31915,640.7180000000001,216.32036153815602,188.06530694212898,1.15024065339558,0.494138341379461,32184,201.582340670562,0.7776559454191031,0.99164180959483,0.976946683198448,0.9318694700637621,0.00677801540147754,0.00315284520289667,0.8683807092369159,0.9988467943887891,SEKER
34,31972,639.974,213.68748053289502,190.64494729334098,1.12086621526926,0.451705438552652,32246,201.762272797153,0.7722705314009659,0.991502822055449,0.98096837706725,0.944193231601575,0.0066835819008161795,0.0032766689712814,0.891500858602225,0.9992531932907729,SEKER
35,31992,640.3380000000001,212.88736370736999,191.48725365959203,1.11175736054902,0.43696843167438104,32258,201.825368859238,0.774212284013359,0.991753983507967,0.9804663762430671,0.9480382740643171,0.00665439371428389,0.0033158260517468898,0.8987765690908491,0.99922146617575,SEKER
36,31994,654.535,212.171396083836,192.422531787773,1.1026328055897598,0.421302376628277,32391,201.83167738057597,0.7897413112164301,0.987743508999413,0.938453277390992,0.951267141122195,0.00663159955253598,0.00334971639083027,0.9049091737787941,0.99778254108762,SEKER
37,32015,653.6759999999999,212.929989278447,191.810134583788,1.11010812718779,0.4342069402829721,32375,201.897904953707,0.761880964279765,0.988880308880309,0.941538948867788,0.948189147230393,0.006650944534700821,0.00331621752056693,0.8990626589255001,0.9980567645242621,SEKER
38,32026,654.237,230.979067419152,176.93180830415798,1.3054694327324299,0.6428310650837521,32349,201.932586918725,0.7794489875389409,0.990015147299762,0.9402478733620749,0.874246264715767,0.00721223591516742,0.00259887163247107,0.7643065313694699,0.9977788139405909,SEKER
39,32038,645.085,224.482321107924,181.94086680683603,1.23382022438232,0.585751299809343,32308,201.970414997408,0.77051467051467,0.9916429367339359,0.967478614801258,0.8997163518293559,0.00700675201660292,0.0028321676925391302,0.809489513749126,0.9987645334890841,SEKER
40,32044,652.651,216.147146845467,188.970540325967,1.1438139853578302,0.485443520101132,32395,201.989326380117,0.778069153069153,0.989164994597932,0.94535422940668,0.934499156375763,0.00674532351908212,0.00317320552276394,0.8732886732670121,0.9988797977373961,SEKER
41,32057,642.082,215.918285273981,189.30338691136902,1.14059388369566,0.4809714696791,32301,202.030294969777,0.7798049089007271,0.9924460543017242,0.977128658233448,0.9356794155410171,0.00673544889646508,0.0031845979370415697,0.875495968667179,0.9985853470619921,SEKER
42,32066,669.313,236.436655048021,173.230899314783,1.36486421292766,0.680580172001964,32481,202.058652973531,0.780878628482369,0.9872232997752529,0.899489569384345,0.854599524479365,0.00737343775488123,0.00242605346984429,0.7303403472403571,0.9968154032055241,SEKER
43,32109,663.582,224.47235228915198,182.364496199987,1.23089941828912,0.5830809437929371,32567,202.19408631782798,0.767625331707667,0.9859366843737529,0.9163205998319499,0.900752739728826,0.00699094809209731,0.00283882229412411,0.8113554981289859,0.998697010672646,SEKER
44,32114,648.566,222.65750737399898,183.829036100673,1.21122055632202,0.564236126931391,32393,202.209828494129,0.7606708039224971,0.9913870280616179,0.9593915997137141,0.9081653292492678,0.0069333470565485,0.00290925891879081,0.824764265250432,0.998971432191153,SEKER
45,32167,654.893,217.96051701714902,188.204715944682,1.15810337654458,0.5043817530986671,32521,202.376620278865,0.760593019956493,0.989114725869438,0.942496457059228,0.9285012856844251,0.006775904405668829,0.00310654086442238,0.8621146375176311,0.9984178726776741,SEKER
46,32213,658.216,221.481114338168,185.295432369925,1.1952864218261001,0.5477843665607329,32585,202.521271610055,0.7629073512694201,0.988583704158355,0.9343383323575641,0.91439521701537,0.00687551964542788,0.00296497525270657,0.836118612900586,0.9994012250361441,SEKER
47,32218,653.595,222.756071381096,184.404683949012,1.20797404171517,0.5609755664601539,32566,202.536988355899,0.7544315653904701,0.9893140084750971,0.947743902155772,0.9092321798465981,0.00691402543240103,0.00291480783016974,0.8267031568685971,0.9986359537012479,SEKER
48,32233,665.493,221.233683701027,185.59237287243698,1.1920408165323002,0.544289509536921,32710,202.584131277473,0.775204425204425,0.985417303576888,0.9145840197365749,0.915702020996241,0.00686357719421173,0.0029767816237827303,0.8385101912566,0.999538373056173,SEKER
49,32251,644.0509999999999,220.980962776812,186.02778350127602,1.1878922525317,0.539747142543915,32514,202.640688306307,0.7640606491352759,0.9919111767238729,0.977040421644609,0.9170051834327991,0.006851910414461921,0.00298867438291836,0.8408985064426221,0.9988968209686729,SEKER
50,32258,654.808,220.804030078904,186.277755809551,1.1853483477901299,0.53691890750618,32612,202.662678443928,0.7758056758056758,0.9891450999632041,0.9454081638315681,0.9178395809691829,0.00684493862232326,0.00299651495954581,0.842429496393685,0.9985724116799221,SEKER
51,32262,652.419,222.698656271345,184.512992892548,1.20695379105923,0.559941517597533,32563,202.675243165626,0.781313571636152,0.9907563799404229,0.9524626416520808,0.9100874094124691,0.0069028162008352,0.00292104667882255,0.8282590927711,0.9996704519993541,SEKER
52,32279,646.556,218.181603796504,188.553141772327,1.15713587026809,0.503143725687597,32623,202.728634545065,0.7901835985312121,0.9894552922784542,0.970325943687563,0.929173821337145,0.00675924296900474,0.00310789031015091,0.8633639902582729,0.9990294422256351,SEKER
53,32323,649.59,217.37145737976897,189.591319048293,1.14652642573999,0.489149967062039,32615,202.866758746904,0.784843628593629,0.9910470642342479,0.962593367623502,0.933272294312662,0.00672497779846453,0.00314705338997045,0.870997175331621,0.998621278262591,SEKER
54,32338,653.602,221.41134134396802,186.13627297921602,1.18951205909603,0.5415309049908621,32672,202.913825053015,0.782490865535848,0.9897771792360429,0.951253517768984,0.9164563288462428,0.0068467852478189106,0.00297929541203475,0.839892202682334,0.9990619034313659,SEKER
55,32355,657.166,221.279621000057,186.360409938842,1.18737462035351,0.5391743277590499,32720,202.967153672475,0.7837936046511629,0.988844743276283,0.941458315972127,0.9172428656338979,0.00683911670530234,0.00298618801014348,0.841334474556285,0.99897920231659,SEKER
56,32368,675.385,221.658064937458,186.17622928518003,1.19058198669352,0.5427019393429461,32806,203.007924929023,0.759099437148218,0.986648783759068,0.891708502338534,0.9158607650315009,0.00684806181838416,0.0029721125583393898,0.838800940924086,0.9986612906857951,SEKER
57,32376,643.009,219.130013730037,188.300427392052,1.1637255250291898,0.511456520670891,32608,203.033010863617,0.784302325581395,0.9928851815505401,0.9840087314607849,0.926541314024415,0.0067682855735741706,0.00307692983967631,0.85847880659409,0.9990336999301421,SEKER
58,32433,653.76,219.83669711195998,188.00923682406003,1.16928668413076,0.518261407847296,32775,203.211658510026,0.7693201764789599,0.9895652173913041,0.953586943724988,0.9243755077276,0.00677817954281009,0.0030527170384480103,0.854470079286658,0.999120485698042,SEKER
59,32465,653.85,225.20244941772498,183.692094560686,1.22597790588819,0.578509867521597,32767,203.311883124984,0.765034404750683,0.990783410138249,0.954265043453442,0.9027960559516959,0.00693677651063377,0.0028424712305333,0.815040718641939,0.9992219134542499,SEKER
60,32514,649.012,221.445489897254,187.13442317744702,1.18334984091768,0.534673643692279,32843,203.465256389191,0.7849830999517141,0.98998264470359,0.9700068736506541,0.918805149220218,0.00681077350978821,0.0029941246907159397,0.844202902233588,0.99898737006036,SEKER
61,32518,651.651,221.262785372889,187.25611060334597,1.18160515381833,0.532696426660149,32811,203.477771551828,0.7589152352501871,0.9910700679650121,0.962284651111448,0.9196204016365049,0.00680431715889321,0.00300191714379021,0.845701683106086,0.9992854673509909,SEKER
62,32518,655.131,220.821199193386,187.66558650582698,1.1766739086525602,0.527019604549459,32842,203.477771551828,0.794032183234439,0.9901345837646909,0.9520886553575949,0.9214594083135609,0.00679073741292164,0.0030199623917195,0.849087441169578,0.999099038188805,SEKER
63,32525,663.914,225.077855560317,184.214734173858,1.2218233062068402,0.5745792538814929,33000,203.499671234406,0.7690579778681551,0.9856060606060609,0.927264249095811,0.904130131895053,0.00692014928701975,0.0028524562955169,0.817451295400567,0.9987810444093871,SEKER
64,32578,657.571,227.03757399657502,182.842305722646,1.24171248606419,0.59281399771747,32901,203.66540670516997,0.781922043010753,0.9901826692197799,0.946779790962293,0.897055950343453,0.00696904579767251,0.00278375625875933,0.804709378046595,0.999217682373403,SEKER
65,32581,649.5830000000001,224.424177897585,184.92347131983,1.21360569480895,0.566603091116333,32851,203.67478392529702,0.772061611374408,0.9917810721134821,0.9702976345800159,0.9075438566081899,0.00688819182645054,0.00288240817574908,0.823635851667267,0.9995691600322131,SEKER
66,32615,664.789,218.146746288941,191.00227698353,1.14211594612431,0.48309517204946995,33016,203.78102892943002,0.8085628579220071,0.987854373637024,0.927383996993245,0.9341465430775541,0.00668854043504342,0.00314174667092942,0.872629763943744,0.9966443684628381,SEKER
67,32622,657.0089999999999,235.270869763518,177.158189532593,1.3280270609236102,0.658024287867092,32902,203.80289602542598,0.779311992355471,0.9914898790347091,0.9496811325304301,0.8662478964364659,0.007212030830835591,0.00250499065095953,0.750385418080603,0.99653214133352,SEKER
68,32698,653.049,225.014190639487,185.143724263941,1.21534873263491,0.5683178518575861,32994,204.040159365137,0.7676848308407479,0.9910286718797361,0.9634729275144158,0.906787962062558,0.006881588801745889,0.002870063235328,0.822264408141568,0.9993380063256461,SEKER
69,32705,654.4540000000001,223.875867501602,186.149929796842,1.2026642596423898,0.5555438328484511,33021,204.06199869295503,0.7794699461366129,0.990430332212834,0.959545923206473,0.9114961829974592,0.00684531012082561,0.00291468957964839,0.8308252916189369,0.9992038842370621,SEKER
70,32713,660.043,215.41632078590197,193.48646209699402,1.11334053272376,0.439591560128493,33020,204.086955063084,0.799516081728419,0.9907026044821321,0.943595320689673,0.947407115294304,0.00658503716522185,0.00327253696973076,0.897580242110275,0.9993124649133721,SEKER
71,32729,656.679,214.26572069200802,194.793825044591,1.09996156522395,0.416528465712701,33066,204.13685865035998,0.769153036285016,0.989808262263352,0.953753937226312,0.952727566458439,0.00654666261395117,0.00332716736971274,0.90768981588982,0.998423910624001,SEKER
72,32774,660.6139999999999,222.87005130115898,187.47924765315102,1.18877184590309,0.540717402508646,33120,204.277147128968,0.7901538164810258,0.989553140096618,0.943721321119155,0.916575133968688,0.006800209046840771,0.00296056302098385,0.840109976209718,0.9986990871804309,SEKER
73,32775,649.807,220.02509946297997,189.809403781021,1.15918966647626,0.505764487610189,33062,204.280263556456,0.7726308345120229,0.9913193394229021,0.975402340828814,0.928440728148955,0.00671319906828315,0.0030769895577122197,0.862002185685762,0.999224026126888,SEKER
74,32795,651.03,225.210252085729,185.600231202765,1.2134157949388,0.5664155110218729,33091,204.342582125189,0.7759926174814251,0.9910549696292041,0.9723340531397819,0.9073413853619949,0.00686721305338401,0.0028710659269699603,0.823268389590625,0.9989668674030929,SEKER
75,32796,654.8240000000001,223.14536868852798,187.41926211421298,1.19062131699432,0.542744878080534,33111,204.345697554743,0.8008204527140871,0.990486545256863,0.961128742472966,0.915751461729746,0.0068040422212626,0.00295159825464349,0.8386007396601669,0.9984559170865992,SEKER
76,32799,653.729,219.905549413948,190.112339602128,1.15671370871649,0.502601593364647,33087,204.35504355843202,0.746177996177996,0.991295675038535,0.9644394455020091,0.929285523275979,0.00670464189194633,0.00308426748512245,0.86357158377031,0.9989050894051321,SEKER
77,32829,658.1010000000001,221.59949999341703,189.00262754141602,1.17246782690817,0.52207126255298,33154,204.44848009733602,0.7897851661173529,0.9901972612656089,0.9525382332252741,0.922603526196624,0.00675011422807327,0.0030168333857138897,0.851197266550444,0.998001409382572,SEKER
78,32836,669.19,218.406003761023,191.75877277464298,1.13896225242167,0.4786748961698621,33225,204.470275812705,0.802914710485133,0.9882919488337091,0.9214276196989479,0.93619347587365,0.00665141928861685,0.0031517846019845897,0.8764582242683859,0.998252833266218,SEKER
79,32849,664.105,230.72230757753996,181.74368550168097,1.26949284064896,0.616038377882254,33245,204.510747407087,0.7465681818181821,0.98808843435103,0.935962647337584,0.8863934725442879,0.007023723936118001,0.00267456645410916,0.785693388169121,0.997432131225923,SEKER
80,32870,655.512,220.358162919771,190.02065976690102,1.1596537091813401,0.50635283368871,33198,204.576107684756,0.7812425726101629,0.990119886740165,0.9612763890251179,0.9283799836325508,0.00670392950775086,0.00307193678753494,0.861889394009576,0.999493232667258,SEKER
81,32885,659.7280000000001,227.06740366374697,184.55969324643902,1.23031957666156,0.582547094512749,33225,204.622780815372,0.7856699159021411,0.9897667419112108,0.9494626319364751,0.9011543599555499,0.0069048929196821205,0.0028088817971270896,0.812079180466898,0.9991169135277029,SEKER
82,32920,671.612,219.093133833251,191.462212480656,1.1443152724216399,0.486132629246483,33376,204.731643408345,0.7779747134585842,0.9863374880153399,0.917134004436038,0.934450294385598,0.00665531998278405,0.00313021035884333,0.873197352677331,0.9992130665068131,SEKER
83,32925,656.6460000000001,225.128170216913,186.46152827800597,1.2073706157833102,0.560364526908099,33252,204.747190482324,0.7686830247706209,0.990166005052328,0.959562001189692,0.909469438165153,0.00683760577727904,0.00288560086194828,0.827134658956439,0.9986580825199509,SEKER
84,32934,668.197,221.408730830372,189.60181105150102,1.1677564133088998,0.5164075045016261,33401,204.775172240943,0.776708645818593,0.986018382683153,0.9269265082081329,0.924873971649417,0.00672280108187199,0.00303431213397512,0.855391863434566,0.998889334417966,SEKER
85,32947,668.2310000000001,209.69329272252898,200.249599312651,1.04715961201567,0.296720861081351,33336,204.815583587747,0.765319396051103,0.9883309335253181,0.9271980328421908,0.9767388404681279,0.00636456407935561,0.00357324058471055,0.9540187624790241,0.9990099171732071,SEKER
86,32951,688.26,226.64904622747102,185.521575459696,1.22168564850674,0.5744478680874899,33524,204.828016244283,0.7708016561790921,0.9829077675695029,0.874124721476479,0.9037232657873722,0.006878366247685079,0.00283013343216938,0.8167157411253929,0.9977698998424399,SEKER
87,32988,676.797,224.751709935168,187.177294457018,1.20074237950254,0.553546740934802,33461,204.942982562769,0.7666992051317809,0.9858641403424878,0.9050008768446041,0.911863952545177,0.006813135380598029,0.0029056745675034397,0.8314958679513129,0.998412327030391,SEKER
88,33006,669.7689999999999,223.52774913974602,188.24294120801002,1.18744292723702,0.5392499943264331,33458,204.99888881047298,0.757018348623853,0.986490525434874,0.9245974137749079,0.917107113543703,0.00677233682178227,0.0029552794956776603,0.841085457712463,0.9987409779625791,SEKER
89,33010,665.85,224.971259206432,186.890091494319,1.20376236860728,0.556677424230566,33374,205.01131035069199,0.791587731709072,0.9890933061664771,0.9356266427048879,0.911277783099284,0.0068152456590861,0.00289910808350292,0.830427197970345,0.999637010784689,SEKER
90,33013,652.684,223.781853880398,188.029142329705,1.19014452285274,0.54222382295702,33289,205.020626011974,0.789784688995215,0.9917089729340022,0.973842946411521,0.916162872265549,0.00677859794264071,0.00294584837625757,0.83935440851786,0.9989530520298359,SEKER
91,33019,655.703,224.450211414497,187.502627162863,1.1970510216880401,0.549663318002298,33340,205.039256064809,0.764328703703704,0.9903719256148771,0.9650713855311079,0.9135177675825781,0.006797607783836489,0.00292014125430404,0.834514711689057,0.9989566882410871,SEKER
92,33051,663.071,218.951371381023,192.47394174679002,1.13756371067137,0.476689675487118,33423,205.138587771881,0.7779268464906091,0.988869939861772,0.944657550199048,0.936913920556798,0.0066246519433912,0.00314877475648553,0.8778076945331099,0.998562178248962,SEKER
93,33058,655.5110000000001,224.44587881023998,187.878161189724,1.1946352752707,0.547087283438197,33320,205.16031017196,0.7992746615087041,0.992136854741897,0.9667773600396949,0.9140747482622099,0.00678945728145199,0.0029237596548561604,0.8355326454106221,0.998156771847777,SEKER
94,33062,667.966,222.039143557775,189.781341162754,1.16997351898444,0.5190889903649489,33439,205.172721939428,0.7786622703721149,0.9887257394060831,0.9311727781737041,0.9240385215503321,0.00671584125454525,0.0030202332956252302,0.853847189308923,0.998978600750738,SEKER
95,33078,659.456,235.560077511721,178.93123276011698,1.31648384621328,0.6503915309408311,33333,205.22236150271198,0.7877214707563349,0.9923499234992349,0.9558229606771171,0.87121028176984,0.00712135188075824,0.0025306621944067896,0.759007355061484,0.9992209220955071,SEKER
96,33078,652.214,221.386902518904,190.354812125572,1.16302235833608,0.510582618449458,33327,205.22236150271198,0.7724173360732299,0.992528580430282,0.977167182774258,0.9269851069224321,0.0066928744941926206,0.00304848084787033,0.8593013884559929,0.999386727323554,SEKER
97,33089,663.915,217.33582212672798,194.207048851102,1.1190933769523401,0.448903019458828,33466,205.25648173868197,0.774410222804718,0.9887348353552858,0.9433406398205421,0.944420849403268,0.0065682197143077,0.00322321814617302,0.8919307407875909,0.998153784715584,SEKER
98,33090,653.809,228.40667503614398,184.688554788127,1.2367126663488701,0.588365282366854,33352,205.259583297069,0.769355963729365,0.992144399136484,0.972758069244267,0.898658426968423,0.00690258915189315,0.00277696490977925,0.80758696836136,0.9987530329507809,SEKER
99,33143,648.385,222.526309539847,189.737379264391,1.17281218072358,0.5224801567742311,33377,205.423898880236,0.7699795558033641,0.992989184168739,0.990685399616032,0.9231443207997451,0.00671412695108612,0.00300779144937524,0.852195437024823,0.9994651888997671,SEKER
100,33159,653.8009999999999,222.44402868829,189.980420019631,1.17087870773896,0.5201754440117671,33415,205.47347776263803,0.7881114227313779,0.992338770013467,0.9748103412811869,0.923708669431479,0.0067084058231035295,0.0030125840247186603,0.853237705982873,0.9990378625753801,SEKER
101,33168,680.6210000000001,234.31554800768998,180.582753928228,1.2975521909518402,0.6372200519486501,33542,205.50136062755402,0.761240274494503,0.988849800250432,0.8997429641899921,0.877028273944543,0.00706450639193468,0.0025781961958460005,0.7691785932981451,0.998049368967265,SEKER
102,33171,654.3380000000001,222.253649008938,190.361453229385,1.16753494595948,0.5161380426665779,33429,205.510654075184,0.7902372784448258,0.9922821502288429,0.9735631873621049,0.924667176406717,0.0067002396373018105,0.00302142531890551,0.8550093871239699,0.998253338590635,SEKER
103,33194,664.658,232.308544254803,182.08560166403598,1.27582050492621,0.621001572333122,33520,205.58188988317798,0.7736988089411,0.9902744630071599,0.9442195340168191,0.8849519097226529,0.00699851009986152,0.0026476711280204,0.783139882521771,0.999145920346777,SEKER
104,33236,660.788,210.85800248716703,200.927367309907,1.04942400485417,0.303273094043191,33611,205.71190901067902,0.7682847896440129,0.988842938323763,0.9565205816000191,0.975594507129027,0.00634426532937679,0.0035451815972196103,0.9517846423403299,0.998825651123482,SEKER
105,33248,660.068,230.96983467744,183.42924865500598,1.2591766927631498,0.607696024139773,33511,205.749042241646,0.7876619838430742,0.992151830742144,0.958954568388314,0.8908048210234221,0.00694687905069297,0.00269835903743175,0.7935332291585698,0.999198547089552,SEKER
106,33251,658.962,217.452162976616,194.98348254754399,1.1152337630629499,0.44269350294137394,33565,205.75832450228802,0.757943925233645,0.99064501713094,0.9622631012955071,0.94622339776135,0.0065397179927405395,0.00323380266942387,0.895338718471033,0.998511968216407,SEKER
107,33276,704.493,234.788138398934,180.705496041287,1.29928609556673,0.6384618999550881,33857,205.835660395878,0.759656652360515,0.9828395900404641,0.842534348413973,0.876686794313851,0.0070557800937292295,0.00257100344448637,0.7685797353242969,0.998604963441218,SEKER
108,33316,670.587,229.21808294679403,185.27936152586798,1.23714849327561,0.588756561495935,33699,205.95933742464,0.782616866337797,0.9886346775868722,0.931005952172734,0.8985300582609209,0.00688012015088229,0.00276634426069941,0.807356265598374,0.998819587521652,SEKER
